"team","eventname","score_change","score","event","ranking","region","season"
"Luminosity Gaming","win_reg3",190,720,7,11,"eu","2021-2022"
"Luminosity Gaming","win_maj",0,720,8,11,"eu","2021-2022"
"Luminosity Gaming","spr_reg1",130,850,9,10,"eu","2021-2022"
"Luminosity Gaming","spr_reg2",180,1030,10,10,"eu","2021-2022"
"Luminosity Gaming","spr_reg3",180,1210,11,9,"eu","2021-2022"
"Luminosity Gaming","spr_maj",0,1210,12,9,"eu","2021-2022"
"Misfits Gaming","fall_reg1",150,150,1,6,"eu","2021-2022"
"Misfits Gaming","fall_reg2",200,350,2,4,"eu","2021-2022"
"Misfits Gaming","fall_reg3",40,390,3,8,"eu","2021-2022"
"Misfits Gaming","fall_maj",0,390,4,8,"eu","2021-2022"
"Misfits Gaming","win_reg1",110,500,5,10,"eu","2021-2022"
"Misfits Gaming","win_reg2",220,720,6,8,"eu","2021-2022"
"Misfits Gaming","win_reg3",60,780,7,9,"eu","2021-2022"
"Misfits Gaming","win_maj",0,780,8,9,"eu","2021-2022"
"Misfits Gaming","spr_reg1",210,990,9,9,"eu","2021-2022"
"Misfits Gaming","spr_reg2",80,1070,10,9,"eu","2021-2022"
"Misfits Gaming","spr_reg3",80,1150,11,10,"eu","2021-2022"
"Misfits Gaming","spr_maj",0,1150,12,10,"eu","2021-2022"
"Team Liquid","fall_reg1",0,0,1,26,"eu","2021-2022"
"Team Liquid","fall_reg2",0,0,2,26,"eu","2021-2022"
"Team Liquid","fall_reg3",0,0,3,27,"eu","2021-2022"
"Team Liquid","fall_maj",0,0,4,27,"eu","2021-2022"
"Team Liquid","win_reg1",0,0,5,27,"eu","2021-2022"
"Team Liquid","win_reg2",0,0,6,27,"eu","2021-2022"
"Team Liquid","win_reg3",0,0,7,27,"eu","2021-2022"
"Team Liquid","win_maj",0,0,8,27,"eu","2021-2022"
"Team Liquid","spr_reg1",180,180,9,18,"eu","2021-2022"
"Team Liquid","spr_reg2",350,530,10,14,"eu","2021-2022"
"Team Liquid","spr_reg3",250,780,11,12,"eu","2021-2022"
"Team Liquid","spr_maj",360,1140,12,11,"eu","2021-2022"
"00 Nation DNB","fall_reg1",110,110,1,9,"eu","2021-2022"
"00 Nation DNB","fall_reg2",150,260,2,7,"eu","2021-2022"
"00 Nation DNB","fall_reg3",70,330,3,9,"eu","2021-2022"
"00 Nation DNB","fall_maj",0,330,4,9,"eu","2021-2022"
"00 Nation DNB","win_reg1",60,390,5,11,"eu","2021-2022"
"00 Nation DNB","win_reg2",160,550,6,11,"eu","2021-2022"
"00 Nation DNB","win_reg3",190,740,7,10,"eu","2021-2022"
"00 Nation DNB","win_maj",0,740,8,10,"eu","2021-2022"
"00 Nation DNB","spr_reg1",0,740,9,11,"eu","2021-2022"
"00 Nation DNB","spr_reg2",80,820,10,11,"eu","2021-2022"
"00 Nation DNB","spr_reg3",0,820,11,11,"eu","2021-2022"
"00 Nation DNB","spr_maj",0,820,12,12,"eu","2021-2022"
"Guild Esports","fall_reg1",70,70,1,12,"eu","2021-2022"
"Guild Esports","fall_reg2",0,70,2,17,"eu","2021-2022"
"Guild Esports","fall_reg3",0,70,3,18,"eu","2021-2022"
"Guild Esports","fall_maj",0,70,4,18,"eu","2021-2022"
"Guild Esports","win_reg1",0,70,5,17,"eu","2021-2022"
"Guild Esports","win_reg2",190,260,6,15,"eu","2021-2022"
"Guild Esports","win_reg3",160,420,7,13,"eu","2021-2022"
"Guild Esports","win_maj",0,420,8,13,"eu","2021-2022"
"Guild Esports","spr_reg1",0,420,9,13,"eu","2021-2022"
"Guild Esports","spr_reg2",210,630,10,13,"eu","2021-2022"
"Guild Esports","spr_reg3",130,760,11,13,"eu","2021-2022"
"Guild Esports","spr_maj",0,760,12,13,"eu","2021-2022"
"Williams Resolve","fall_reg1",150,150,1,8,"eu","2021-2022"
"Williams Resolve","fall_reg2",70,220,2,11,"eu","2021-2022"
"Williams Resolve","fall_reg3",110,330,3,11,"eu","2021-2022"
"Williams Resolve","fall_maj",0,330,4,11,"eu","2021-2022"
"Williams Resolve","win_reg1",190,520,5,9,"eu","2021-2022"
"Williams Resolve","win_reg2",60,580,6,10,"eu","2021-2022"
"Williams Resolve","win_reg3",110,690,7,12,"eu","2021-2022"
"Williams Resolve","win_maj",0,690,8,12,"eu","2021-2022"
"Williams Resolve","spr_reg1",0,690,9,12,"eu","2021-2022"
"Williams Resolve","spr_reg2",0,690,10,12,"eu","2021-2022"
"Williams Resolve","spr_reg3",0,690,11,14,"eu","2021-2022"
"Williams Resolve","spr_maj",0,690,12,14,"eu","2021-2022"
"Solary","fall_reg1",0,0,1,24,"eu","2021-2022"
"Solary","fall_reg2",0,0,2,24,"eu","2021-2022"
"Solary","fall_reg3",0,0,3,25,"eu","2021-2022"
"Solary","fall_maj",0,0,4,25,"eu","2021-2022"
"Solary","win_reg1",0,0,5,25,"eu","2021-2022"
"Solary","win_reg2",0,0,6,26,"eu","2021-2022"
"Solary","win_reg3",0,0,7,26,"eu","2021-2022"
"Solary","win_maj",0,0,8,26,"eu","2021-2022"
"Solary","spr_reg1",300,300,9,17,"eu","2021-2022"
"Solary","spr_reg2",130,430,10,15,"eu","2021-2022"
"Solary","spr_reg3",130,560,11,15,"eu","2021-2022"
"Solary","spr_maj",0,560,12,15,"eu","2021-2022"
"Natus Vincere","fall_reg1",70,70,1,13,"eu","2021-2022"
"Natus Vincere","fall_reg2",40,110,2,16,"eu","2021-2022"
"Natus Vincere","fall_reg3",0,110,3,16,"eu","2021-2022"
"Natus Vincere","fall_maj",0,110,4,16,"eu","2021-2022"
"Natus Vincere","win_reg1",60,170,5,14,"eu","2021-2022"
"Natus Vincere","win_reg2",110,280,6,14,"eu","2021-2022"
"Natus Vincere","win_reg3",60,340,7,14,"eu","2021-2022"
"Natus Vincere","win_maj",0,340,8,14,"eu","2021-2022"
"Natus Vincere","spr_reg1",0,340,9,14,"eu","2021-2022"
"Natus Vincere","spr_reg2",80,420,10,16,"eu","2021-2022"
"Natus Vincere","spr_reg3",0,420,11,16,"eu","2021-2022"
"Natus Vincere","spr_maj",0,420,12,16,"eu","2021-2022"
"Aogiri","fall_reg1",0,0,1,17,"eu","2021-2022"
"Aogiri","fall_reg2",0,0,2,18,"eu","2021-2022"
"Aogiri","fall_reg3",0,0,3,19,"eu","2021-2022"
"Aogiri","fall_maj",0,0,4,19,"eu","2021-2022"
"Aogiri","win_reg1",0,0,5,19,"eu","2021-2022"
"Aogiri","win_reg2",0,0,6,20,"eu","2021-2022"
"Aogiri","win_reg3",0,0,7,20,"eu","2021-2022"
"Aogiri","win_maj",0,0,8,20,"eu","2021-2022"
"Aogiri","spr_reg1",0,0,9,24,"eu","2021-2022"
"Aogiri","spr_reg2",80,80,10,21,"eu","2021-2022"
"Aogiri","spr_reg3",80,160,11,17,"eu","2021-2022"
"Aogiri","spr_maj",0,160,12,17,"eu","2021-2022"
"Wolves Esports","fall_reg1",0,0,1,29,"eu","2021-2022"
"Wolves Esports","fall_reg2",0,0,2,29,"eu","2021-2022"
"Wolves Esports","fall_reg3",0,0,3,29,"eu","2021-2022"
"Wolves Esports","fall_maj",0,0,4,29,"eu","2021-2022"
"Wolves Esports","win_reg1",0,0,5,29,"eu","2021-2022"
"Wolves Esports","win_reg2",0,0,6,29,"eu","2021-2022"
"Wolves Esports","win_reg3",0,0,7,29,"eu","2021-2022"
"Wolves Esports","win_maj",0,0,8,29,"eu","2021-2022"
"Wolves Esports","spr_reg1",130,130,9,20,"eu","2021-2022"
"Wolves Esports","spr_reg2",0,130,10,20,"eu","2021-2022"
"Wolves Esports","spr_reg3",0,130,11,18,"eu","2021-2022"
"Wolves Esports","spr_maj",0,130,12,18,"eu","2021-2022"
"BS+COMPETITION","fall_reg1",0,0,1,18,"eu","2021-2022"
"BS+COMPETITION","fall_reg2",0,0,2,19,"eu","2021-2022"
"BS+COMPETITION","fall_reg3",0,0,3,20,"eu","2021-2022"
"BS+COMPETITION","fall_maj",0,0,4,20,"eu","2021-2022"
"BS+COMPETITION","win_reg1",0,0,5,20,"eu","2021-2022"
"BS+COMPETITION","win_reg2",0,0,6,21,"eu","2021-2022"
"BS+COMPETITION","win_reg3",0,0,7,21,"eu","2021-2022"
"BS+COMPETITION","win_maj",0,0,8,21,"eu","2021-2022"
"BS+COMPETITION","spr_reg1",80,80,9,21,"eu","2021-2022"
"BS+COMPETITION","spr_reg2",0,80,10,22,"eu","2021-2022"
"BS+COMPETITION","spr_reg3",0,80,11,19,"eu","2021-2022"
"BS+COMPETITION","spr_maj",0,80,12,19,"eu","2021-2022"
"GROS NOOBZ","fall_reg1",0,0,1,20,"eu","2021-2022"
"GROS NOOBZ","fall_reg2",0,0,2,20,"eu","2021-2022"
"GROS NOOBZ","fall_reg3",0,0,3,21,"eu","2021-2022"
"GROS NOOBZ","fall_maj",0,0,4,21,"eu","2021-2022"
"GROS NOOBZ","win_reg1",0,0,5,22,"eu","2021-2022"
"GROS NOOBZ","win_reg2",0,0,6,23,"eu","2021-2022"
"GROS NOOBZ","win_reg3",0,0,7,23,"eu","2021-2022"
"GROS NOOBZ","win_maj",0,0,8,23,"eu","2021-2022"
"GROS NOOBZ","spr_reg1",0,0,9,26,"eu","2021-2022"
"GROS NOOBZ","spr_reg2",0,0,10,26,"eu","2021-2022"
"GROS NOOBZ","spr_reg3",80,80,11,20,"eu","2021-2022"
"GROS NOOBZ","spr_maj",0,80,12,20,"eu","2021-2022"
"Juicers","fall_reg1",0,0,1,21,"eu","2021-2022"
"Juicers","fall_reg2",0,0,2,21,"eu","2021-2022"
"Juicers","fall_reg3",0,0,3,22,"eu","2021-2022"
"Juicers","fall_maj",0,0,4,22,"eu","2021-2022"
"Juicers","win_reg1",0,0,5,23,"eu","2021-2022"
"Juicers","win_reg2",0,0,6,24,"eu","2021-2022"
"Juicers","win_reg3",0,0,7,24,"eu","2021-2022"
"Juicers","win_maj",0,0,8,24,"eu","2021-2022"
"Juicers","spr_reg1",0,0,9,27,"eu","2021-2022"
"Juicers","spr_reg2",0,0,10,27,"eu","2021-2022"
"Juicers","spr_reg3",80,80,11,21,"eu","2021-2022"
"Juicers","spr_maj",0,80,12,21,"eu","2021-2022"
"SK Gaming","fall_reg1",0,0,1,23,"eu","2021-2022"
"SK Gaming","fall_reg2",0,0,2,23,"eu","2021-2022"
"SK Gaming","fall_reg3",0,0,3,24,"eu","2021-2022"
"SK Gaming","fall_maj",0,0,4,24,"eu","2021-2022"
"SK Gaming","win_reg1",0,0,5,24,"eu","2021-2022"
"SK Gaming","win_reg2",0,0,6,25,"eu","2021-2022"
"SK Gaming","win_reg3",0,0,7,25,"eu","2021-2022"
"SK Gaming","win_maj",0,0,8,25,"eu","2021-2022"
"SK Gaming","spr_reg1",80,80,9,22,"eu","2021-2022"
"SK Gaming","spr_reg2",0,80,10,23,"eu","2021-2022"
"SK Gaming","spr_reg3",0,80,11,22,"eu","2021-2022"
"SK Gaming","spr_maj",0,80,12,22,"eu","2021-2022"
"WYLDE","fall_reg1",0,0,1,30,"eu","2021-2022"
"WYLDE","fall_reg2",0,0,2,30,"eu","2021-2022"
"WYLDE","fall_reg3",0,0,3,30,"eu","2021-2022"
"WYLDE","fall_maj",0,0,4,30,"eu","2021-2022"
"WYLDE","win_reg1",0,0,5,30,"eu","2021-2022"
"WYLDE","win_reg2",0,0,6,30,"eu","2021-2022"
"WYLDE","win_reg3",0,0,7,30,"eu","2021-2022"
"WYLDE","win_maj",0,0,8,30,"eu","2021-2022"
"WYLDE","spr_reg1",80,80,9,23,"eu","2021-2022"
"WYLDE","spr_reg2",0,80,10,24,"eu","2021-2022"
"WYLDE","spr_reg3",0,80,11,23,"eu","2021-2022"
"WYLDE","spr_maj",0,80,12,23,"eu","2021-2022"
"FC Barcelona","fall_reg1",0,0,1,19,"eu","2021-2022"
"FC Barcelona","fall_reg2",110,110,2,15,"eu","2021-2022"
"FC Barcelona","fall_reg3",110,220,3,14,"eu","2021-2022"
"FC Barcelona","fall_maj",0,220,4,14,"eu","2021-2022"
"FC Barcelona","win_reg1",-220,0,5,21,"eu","2021-2022"
"FC Barcelona","win_reg2",0,0,6,22,"eu","2021-2022"
"FC Barcelona","win_reg3",0,0,7,22,"eu","2021-2022"
"FC Barcelona","win_maj",0,0,8,22,"eu","2021-2022"
"FC Barcelona","spr_reg1",0,0,9,25,"eu","2021-2022"
"FC Barcelona","spr_reg2",0,0,10,25,"eu","2021-2022"
"FC Barcelona","spr_reg3",0,0,11,24,"eu","2021-2022"
"FC Barcelona","spr_maj",0,0,12,24,"eu","2021-2022"
"Vodafone Giants","fall_reg1",70,70,1,14,"eu","2021-2022"
"Vodafone Giants","fall_reg2",70,140,2,14,"eu","2021-2022"
"Vodafone Giants","fall_reg3",70,210,3,15,"eu","2021-2022"
"Vodafone Giants","fall_maj",0,210,4,15,"eu","2021-2022"
"Vodafone Giants","win_reg1",-210,0,5,28,"eu","2021-2022"
"Vodafone Giants","win_reg2",0,0,6,28,"eu","2021-2022"
"Vodafone Giants","win_reg3",0,0,7,28,"eu","2021-2022"
"Vodafone Giants","win_maj",0,0,8,28,"eu","2021-2022"
"Vodafone Giants","spr_reg1",0,0,9,30,"eu","2021-2022"
"Vodafone Giants","spr_reg2",0,0,10,30,"eu","2021-2022"
"Vodafone Giants","spr_reg3",0,0,11,30,"eu","2021-2022"
"Vodafone Giants","spr_maj",0,0,12,30,"eu","2021-2022"
"Heroic","fall_reg1",110,110,1,10,"eu","2021-2022"
"Heroic","fall_reg2",150,260,2,9,"eu","2021-2022"
"Heroic","fall_reg3",40,300,3,12,"eu","2021-2022"
"Heroic","fall_maj",0,300,4,12,"eu","2021-2022"
"Heroic","win_reg1",0,300,5,13,"eu","2021-2022"
"Heroic","win_reg2",0,300,6,13,"eu","2021-2022"
"Heroic","win_reg3",0,300,7,16,"eu","2021-2022"
"Heroic","win_maj",0,300,8,16,"eu","2021-2022"
"Heroic","spr_reg1",0,300,9,16,"eu","2021-2022"
"Heroic","spr_reg2",0,300,10,18,"eu","2021-2022"
"Heroic","spr_reg3",-300,0,11,25,"eu","2021-2022"
"Heroic","spr_maj",0,0,12,25,"eu","2021-2022"
"Rix.GG","fall_reg1",0,0,1,22,"eu","2021-2022"
"Rix.GG","fall_reg2",0,0,2,22,"eu","2021-2022"
"Rix.GG","fall_reg3",0,0,3,23,"eu","2021-2022"
"Rix.GG","fall_maj",0,0,4,23,"eu","2021-2022"
"Rix.GG","win_reg1",60,60,5,18,"eu","2021-2022"
"Rix.GG","win_reg2",0,60,6,18,"eu","2021-2022"
"Rix.GG","win_reg3",60,120,7,18,"eu","2021-2022"
"Rix.GG","win_maj",0,120,8,18,"eu","2021-2022"
"Rix.GG","spr_reg1",-120,0,9,28,"eu","2021-2022"
"Rix.GG","spr_reg2",0,0,10,28,"eu","2021-2022"
"Rix.GG","spr_reg3",0,0,11,26,"eu","2021-2022"
"Rix.GG","spr_maj",0,0,12,26,"eu","2021-2022"
"Stormtroopers","fall_reg1",0,0,1,25,"eu","2021-2022"
"Stormtroopers","fall_reg2",0,0,2,25,"eu","2021-2022"
"Stormtroopers","fall_reg3",0,0,3,26,"eu","2021-2022"
"Stormtroopers","fall_maj",0,0,4,26,"eu","2021-2022"
"Stormtroopers","win_reg1",0,0,5,26,"eu","2021-2022"
"Stormtroopers","win_reg2",60,60,6,19,"eu","2021-2022"
"Stormtroopers","win_reg3",0,60,7,19,"eu","2021-2022"
"Stormtroopers","win_maj",0,60,8,19,"eu","2021-2022"
"Stormtroopers","spr_reg1",-60,0,9,29,"eu","2021-2022"
"Stormtroopers","spr_reg2",0,0,10,29,"eu","2021-2022"
"Stormtroopers","spr_reg3",0,0,11,27,"eu","2021-2022"
"Stormtroopers","spr_maj",0,0,12,27,"eu","2021-2022"
"Team Singularity","fall_reg1",0,0,1,27,"eu","2021-2022"
"Team Singularity","fall_reg2",0,0,2,27,"eu","2021-2022"
"Team Singularity","fall_reg3",0,0,3,28,"eu","2021-2022"
"Team Singularity","fall_maj",0,0,4,28,"eu","2021-2022"
"Team Singularity","win_reg1",160,160,5,16,"eu","2021-2022"
"Team Singularity","win_reg2",0,160,6,17,"eu","2021-2022"
"Team Singularity","win_reg3",0,160,7,17,"eu","2021-2022"
"Team Singularity","win_maj",0,160,8,17,"eu","2021-2022"
"Team Singularity","spr_reg1",0,160,9,19,"eu","2021-2022"
"Team Singularity","spr_reg2",0,160,10,19,"eu","2021-2022"
"Team Singularity","spr_reg3",-160,0,11,28,"eu","2021-2022"
"Team Singularity","spr_maj",0,0,12,28,"eu","2021-2022"
"The Bricks","fall_reg1",0,0,1,28,"eu","2021-2022"
"The Bricks","fall_reg2",0,0,2,28,"eu","2021-2022"
"The Bricks","fall_reg3",110,110,3,17,"eu","2021-2022"
"The Bricks","fall_maj",0,110,4,17,"eu","2021-2022"
"The Bricks","win_reg1",60,170,5,15,"eu","2021-2022"
"The Bricks","win_reg2",60,230,6,16,"eu","2021-2022"
"The Bricks","win_reg3",110,340,7,15,"eu","2021-2022"
"The Bricks","win_maj",0,340,8,15,"eu","2021-2022"
"The Bricks","spr_reg1",0,340,9,15,"eu","2021-2022"
"The Bricks","spr_reg2",0,340,10,17,"eu","2021-2022"
"The Bricks","spr_reg3",-340,0,11,29,"eu","2021-2022"
"The Bricks","spr_maj",0,0,12,29,"eu","2021-2022"
"Renegades","fall_reg1",301,301,1,1,"oce","2021-2022"
"Renegades","fall_reg2",301,602,2,1,"oce","2021-2022"
"Renegades","fall_reg3",150,752,3,2,"oce","2021-2022"
"Renegades","fall_maj",220,972,4,2,"oce","2021-2022"
"Renegades","win_reg1",260,1232,5,1,"oce","2021-2022"
"Renegades","win_reg2",351,1583,6,1,"oce","2021-2022"
"Renegades","win_reg3",300,1883,7,1,"oce","2021-2022"
"Renegades","win_maj",120,2003,8,1,"oce","2021-2022"
"Renegades","spr_reg1",350,2353,9,1,"oce","2021-2022"
"Renegades","spr_reg2",300,2653,10,1,"oce","2021-2022"
"Renegades","spr_reg3",300,2953,11,1,"oce","2021-2022"
"Renegades","spr_maj",0,2953,12,1,"oce","2021-2022"
"Pioneers","fall_reg1",150,150,1,5,"oce","2021-2022"
"Pioneers","fall_reg2",150,300,2,5,"oce","2021-2022"
"Pioneers","fall_reg3",250,550,3,5,"oce","2021-2022"
"Pioneers","fall_maj",0,550,4,5,"oce","2021-2022"
"Pioneers","win_reg1",300,850,5,4,"oce","2021-2022"
"Pioneers","win_reg2",300,1150,6,3,"oce","2021-2022"
"Pioneers","win_reg3",260,1410,7,3,"oce","2021-2022"
"Pioneers","win_maj",220,1630,8,3,"oce","2021-2022"
"Pioneers","spr_reg1",250,1880,9,3,"oce","2021-2022"
"Pioneers","spr_reg2",401,2281,10,3,"oce","2021-2022"
"Pioneers","spr_reg3",401,2682,11,3,"oce","2021-2022"
"Pioneers","spr_maj",260,2942,12,2,"oce","2021-2022"
"PWR","fall_reg1",250,250,1,2,"oce","2021-2022"
"PWR","fall_reg2",250,500,2,2,"oce","2021-2022"
"PWR","fall_reg3",301,801,3,1,"oce","2021-2022"
"PWR","fall_maj",220,1021,4,1,"oce","2021-2022"
"PWR","win_reg1",160,1181,5,2,"oce","2021-2022"
"PWR","win_reg2",260,1441,6,2,"oce","2021-2022"
"PWR","win_reg3",351,1792,7,2,"oce","2021-2022"
"PWR","win_maj",0,1792,8,2,"oce","2021-2022"
"PWR","spr_reg1",401,2193,9,2,"oce","2021-2022"
"PWR","spr_reg2",350,2543,10,2,"oce","2021-2022"
"PWR","spr_reg3",210,2753,11,2,"oce","2021-2022"
"PWR","spr_maj",160,2913,12,3,"oce","2021-2022"
"Kaka's Minions","fall_reg1",200,200,1,4,"oce","2021-2022"
"Kaka's Minions","fall_reg2",200,400,2,4,"oce","2021-2022"
"Kaka's Minions","fall_reg3",200,600,3,3,"oce","2021-2022"
"Kaka's Minions","fall_maj",0,600,4,3,"oce","2021-2022"
"Kaka's Minions","win_reg1",190,790,5,5,"oce","2021-2022"
"Kaka's Minions","win_reg2",190,980,6,5,"oce","2021-2022"
"Kaka's Minions","win_reg3",190,1170,7,5,"oce","2021-2022"
"Kaka's Minions","win_maj",0,1170,8,5,"oce","2021-2022"
"Kaka's Minions","spr_reg1",300,1470,9,5,"oce","2021-2022"
"Kaka's Minions","spr_reg2",210,1680,10,4,"oce","2021-2022"
"Kaka's Minions","spr_reg3",350,2030,11,4,"oce","2021-2022"
"Kaka's Minions","spr_maj",0,2030,12,4,"oce","2021-2022"
"Dire Wolves","fall_reg1",200,200,1,3,"oce","2021-2022"
"Dire Wolves","fall_reg2",200,400,2,3,"oce","2021-2022"
"Dire Wolves","fall_reg3",150,550,3,4,"oce","2021-2022"
"Dire Wolves","fall_maj",0,550,4,4,"oce","2021-2022"
"Dire Wolves","win_reg1",351,901,5,3,"oce","2021-2022"
"Dire Wolves","win_reg2",220,1121,6,4,"oce","2021-2022"
"Dire Wolves","win_reg3",190,1311,7,4,"oce","2021-2022"
"Dire Wolves","win_maj",0,1311,8,4,"oce","2021-2022"
"Dire Wolves","spr_reg1",210,1521,9,4,"oce","2021-2022"
"Dire Wolves","spr_reg2",130,1651,10,5,"oce","2021-2022"
"Dire Wolves","spr_reg3",130,1781,11,5,"oce","2021-2022"
"Dire Wolves","spr_maj",0,1781,12,5,"oce","2021-2022"
"Team Bliss","fall_reg1",110,110,1,10,"oce","2021-2022"
"Team Bliss","fall_reg2",150,260,2,8,"oce","2021-2022"
"Team Bliss","fall_reg3",110,370,3,7,"oce","2021-2022"
"Team Bliss","fall_maj",0,370,4,7,"oce","2021-2022"
"Team Bliss","win_reg1",220,590,5,7,"oce","2021-2022"
"Team Bliss","win_reg2",160,750,6,7,"oce","2021-2022"
"Team Bliss","win_reg3",220,970,7,6,"oce","2021-2022"
"Team Bliss","win_maj",0,970,8,6,"oce","2021-2022"
"Team Bliss","spr_reg1",130,1100,9,7,"oce","2021-2022"
"Team Bliss","spr_reg2",130,1230,10,7,"oce","2021-2022"
"Team Bliss","spr_reg3",80,1310,11,7,"oce","2021-2022"
"Team Bliss","spr_maj",0,1310,12,7,"oce","2021-2022"
"Three One Two's","fall_reg1",150,150,1,7,"oce","2021-2022"
"Three One Two's","fall_reg2",150,300,2,6,"oce","2021-2022"
"Three One Two's","fall_reg3",200,500,3,6,"oce","2021-2022"
"Three One Two's","fall_maj",0,500,4,6,"oce","2021-2022"
"Three One Two's","win_reg1",160,660,5,6,"oce","2021-2022"
"Three One Two's","win_reg2",190,850,6,6,"oce","2021-2022"
"Three One Two's","win_reg3",110,960,7,7,"oce","2021-2022"
"Three One Two's","win_maj",0,960,8,7,"oce","2021-2022"
"Three One Two's","spr_reg1",210,1170,9,6,"oce","2021-2022"
"Three One Two's","spr_reg2",210,1380,10,6,"oce","2021-2022"
"Three One Two's","spr_reg3",250,1630,11,6,"oce","2021-2022"
"Three One Two's","spr_maj",0,1630,12,6,"oce","2021-2022"
"Rancid Rats Reborn","fall_reg1",150,150,1,6,"oce","2021-2022"
"Rancid Rats Reborn","fall_reg2",110,260,2,7,"oce","2021-2022"
"Rancid Rats Reborn","fall_reg3",0,260,3,12,"oce","2021-2022"
"Rancid Rats Reborn","fall_maj",0,260,4,12,"oce","2021-2022"
"Rancid Rats Reborn","win_reg1",110,370,5,9,"oce","2021-2022"
"Rancid Rats Reborn","win_reg2",60,430,6,9,"oce","2021-2022"
"Rancid Rats Reborn","win_reg3",60,490,7,8,"oce","2021-2022"
"Rancid Rats Reborn","win_maj",0,490,8,8,"oce","2021-2022"
"Rancid Rats Reborn","spr_reg1",80,570,9,8,"oce","2021-2022"
"Rancid Rats Reborn","spr_reg2",80,650,10,9,"oce","2021-2022"
"Rancid Rats Reborn","spr_reg3",80,730,11,9,"oce","2021-2022"
"Rancid Rats Reborn","spr_maj",0,730,12,9,"oce","2021-2022"
"The Lunatics","fall_reg1",0,0,1,32,"oce","2021-2022"
"The Lunatics","fall_reg2",0,0,2,33,"oce","2021-2022"
"The Lunatics","fall_reg3",0,0,3,34,"oce","2021-2022"
"The Lunatics","fall_maj",0,0,4,34,"oce","2021-2022"
"The Lunatics","win_reg1",0,0,5,35,"oce","2021-2022"
"The Lunatics","win_reg2",0,0,6,35,"oce","2021-2022"
"The Lunatics","win_reg3",110,110,7,21,"oce","2021-2022"
"The Lunatics","win_maj",0,110,8,19,"oce","2021-2022"
"The Lunatics","spr_reg1",180,290,9,12,"oce","2021-2022"
"The Lunatics","spr_reg2",180,470,10,11,"oce","2021-2022"
"The Lunatics","spr_reg3",210,680,11,10,"oce","2021-2022"
"The Lunatics","spr_maj",0,680,12,10,"oce","2021-2022"
"Senegy Gaming OCE","fall_reg1",0,0,1,29,"oce","2021-2022"
"Senegy Gaming OCE","fall_reg2",0,0,2,30,"oce","2021-2022"
"Senegy Gaming OCE","fall_reg3",40,40,3,21,"oce","2021-2022"
"Senegy Gaming OCE","fall_maj",0,40,4,20,"oce","2021-2022"
"Senegy Gaming OCE","win_reg1",60,100,5,19,"oce","2021-2022"
"Senegy Gaming OCE","win_reg2",110,210,6,14,"oce","2021-2022"
"Senegy Gaming OCE","win_reg3",110,320,7,12,"oce","2021-2022"
"Senegy Gaming OCE","win_maj",0,320,8,12,"oce","2021-2022"
"Senegy Gaming OCE","spr_reg1",130,450,9,10,"oce","2021-2022"
"Senegy Gaming OCE","spr_reg2",130,580,10,10,"oce","2021-2022"
"Senegy Gaming OCE","spr_reg3",80,660,11,11,"oce","2021-2022"
"Senegy Gaming OCE","spr_maj",0,660,12,11,"oce","2021-2022"
"Physicists","fall_reg1",70,70,1,13,"oce","2021-2022"
"Physicists","fall_reg2",40,110,2,14,"oce","2021-2022"
"Physicists","fall_reg3",150,260,3,11,"oce","2021-2022"
"Physicists","fall_maj",0,260,4,11,"oce","2021-2022"
"Physicists","win_reg1",0,260,5,10,"oce","2021-2022"
"Physicists","win_reg2",60,320,6,11,"oce","2021-2022"
"Physicists","win_reg3",60,380,7,11,"oce","2021-2022"
"Physicists","win_maj",0,380,8,11,"oce","2021-2022"
"Physicists","spr_reg1",130,510,9,9,"oce","2021-2022"
"Physicists","spr_reg2",250,760,10,8,"oce","2021-2022"
"Physicists","spr_reg3",180,940,11,8,"oce","2021-2022"
"Physicists","spr_maj",0,940,12,8,"oce","2021-2022"
"The Kibbles","fall_reg1",0,0,1,31,"oce","2021-2022"
"The Kibbles","fall_reg2",0,0,2,32,"oce","2021-2022"
"The Kibbles","fall_reg3",0,0,3,33,"oce","2021-2022"
"The Kibbles","fall_maj",0,0,4,33,"oce","2021-2022"
"The Kibbles","win_reg1",0,0,5,34,"oce","2021-2022"
"The Kibbles","win_reg2",0,0,6,34,"oce","2021-2022"
"The Kibbles","win_reg3",160,160,7,16,"oce","2021-2022"
"The Kibbles","win_maj",-160,0,8,33,"oce","2021-2022"
"The Kibbles","spr_reg1",180,180,9,14,"oce","2021-2022"
"The Kibbles","spr_reg2",80,260,10,14,"oce","2021-2022"
"The Kibbles","spr_reg3",180,440,11,12,"oce","2021-2022"
"The Kibbles","spr_maj",0,440,12,12,"oce","2021-2022"
"Dumb Luck Esports","fall_reg1",0,0,1,20,"oce","2021-2022"
"Dumb Luck Esports","fall_reg2",0,0,2,22,"oce","2021-2022"
"Dumb Luck Esports","fall_reg3",0,0,3,25,"oce","2021-2022"
"Dumb Luck Esports","fall_maj",0,0,4,24,"oce","2021-2022"
"Dumb Luck Esports","win_reg1",0,0,5,25,"oce","2021-2022"
"Dumb Luck Esports","win_reg2",0,0,6,26,"oce","2021-2022"
"Dumb Luck Esports","win_reg3",0,0,7,28,"oce","2021-2022"
"Dumb Luck Esports","win_maj",0,0,8,25,"oce","2021-2022"
